HUNDRED,STREET,FROM,TO,CITY COUNCIL DISTRICT,POTHOLES,DITCHES,EMERGENCY UTILITY WORK,ROADWAY RESURFACING RATING,PAVING PROGRAM,,,
0,ISLAND AVE,TANAGER ST,LINDBERGH BLVD,2,0,1,0,100,CITY FAM,,,
0,ISLAND AVE,LINDBERGH BLVD,LINDBERGH BLVD,2,0,0,0,100,CITY FAM,,,
0,ISLAND AVE,TANAGER ST,ISLAND AVE,2,0,0,0,100,CITY FAM,,,
0,ISLAND AVE,BUIST AVE,DICKS AVE,2,0,0,0,100,CITY FAM,,,
0,ISLAND AVE,LINDBERGH BLVD,ISLAND AVE,2,0,0,0,100,CITY FAM,,,
0,ISLAND AVE,ELMWOOD AVE,S 74TH ST,2,0,0,2,100,CITY FAM,,,
0,ISLAND AVE,DICKS AVE,ISLAND AVE,2,0,0,0,100,CITY FAM,,,
0,ISLAND AVE,LINDBERGH BLVD,LINDBERGH BLVD,2,0,0,0,100,CITY FAM,,,
0,ISLAND AVE,ISLAND AVE,SUFFOLK AVE,2,1,0,0,100,CITY FAM,,,
0,ISLAND AVE,S 76TH ST,LINDBERGH BLVD,2,8,0,0,100,CITY FAM,,,
2200,ISLAND AVE,COBBS CREEK PKWY,SAYBROOK AVE,2,2,0,0,NULL,CITY FAM,,,
2200,ISLAND AVE,SAYBROOK AVE,PASCHALL AVE,2,0,0,0,NULL,CITY FAM,,,
2300,ISLAND AVE,GLENMORE AVE,WHEELER ST,2,1,2,0,47,CITY FAM,,,
2300,ISLAND AVE,PASCHALL AVE,GLENMORE AVE,2,4,2,0,NULL,CITY FAM,,,
2400,ISLAND AVE,WHEELER ST,W PASSYUNK AVE,2,0,0,0,58,CITY FAM,,,
2500,ISLAND AVE,THEODORE ST,BUIST AVE,2,0,0,0,100,CITY FAM,,,
2600,ISLAND AVE,BUIST AVE,DICKS AVE,2,0,0,0,100,CITY FAM,,,
2700,ISLAND AVE,PLOVER ST,TANAGER ST,2,0,0,1,100,CITY FAM,,,
2700,ISLAND AVE,TANAGER ST,TURNSTONE PL,2,0,0,0,100,CITY FAM,,,
2800,ISLAND AVE,ISLAND AVE,LINDBERGH BLVD,2,1,0,0,100,CITY FAM,,,
2900,ISLAND AVE,LINDBERGH BLVD,SUFFOLK AVE,2,5,0,0,100,CITY FAM,,,
200,JAMESTOWN AVE,CHURCHVIEW ST,MANAYUNK AVE,4,0,1,0,78,CITY LOCAL,,,
1300,KENNEDY ST,SAUL ST,N PENN ST,7,0,0,0,73,CITY LOCAL,,,
6900,KEYSTONE ST,DISSTON ST,TYSON AVE,6,2,0,0,87,CITY LOCAL,,,
6900,KEYSTONE ST,LONGSHORE AVE,DISSTON ST,6,0,0,1,86,CITY LOCAL,,,
7000,KEYSTONE ST,TYSON AVE,PRINCETON AVE,6,7,24,0,70,CITY LOCAL,,,
1900,KIMBALL ST,S 19TH ST,S 20TH ST,2,1,0,1,59,CITY LOCAL,,,
400,KING ST,W PENN ST,LAURENS ST,8,0,0,1,57,CITY LOCAL,,,
500,KING ST,LAURENS ST,W QUEEN LN,8,1,0,2,57,CITY LOCAL,,,
4800,LANCASTER AVE,W GIRARD AVE,W THOMPSON ST,3,2,2,0,100,PENNDOT,,,
4900,LANCASTER AVE,KERSHAW ST,MASTER ST,3,0,0,0,100,PENNDOT,,,
4900,LANCASTER AVE,N 49TH ST,KERSHAW ST,3,0,1,0,100,PENNDOT,,,
4900,LANCASTER AVE,MASTER ST,N 50TH ST,3,0,0,0,100,PENNDOT,,,
5000,LANCASTER AVE,N 50TH ST,N 51ST ST,3,0,0,5,100,PENNDOT,,,
5100,LANCASTER AVE,N 51ST ST,N PAXON ST,3,0,0,0,100,PENNDOT,,,
5100,LANCASTER AVE,BIBLE WAY,N 52ND ST,3,1,0,0,100,PENNDOT,,,
5100,LANCASTER AVE,N PAXON ST,BIBLE WAY,3,0,1,0,100,PENNDOT,,,
5200,LANCASTER AVE,N 52ND ST,LANSDOWNE AVE,3,0,0,0,100,PENNDOT,,,
5300,LANCASTER AVE,LANSDOWNE AVE,N 54TH ST,3,1,0,0,100,PENNDOT,,,
5400,LANCASTER AVE,JEFFERSON ST,W OXFORD ST,4,0,0,0,100,PENNDOT,,,
5400,LANCASTER AVE,N 54TH ST,JEFFERSON ST,4,0,0,0,100,PENNDOT,,,
5500,LANCASTER AVE,N 55TH ST,N 56TH ST,4,0,1,0,100,PENNDOT,,,
5600,LANCASTER AVE,N 56TH ST,N 57TH ST,4,0,0,0,100,PENNDOT,,,
5700,LANCASTER AVE,N 57TH ST,N 59TH ST,4,3,0,3,100,PENNDOT,,,
5900,LANCASTER AVE,N 59TH ST,N 60TH ST,4,6,5,0,100,PENNDOT,,,
6000,LANCASTER AVE,N 60TH ST,N 61ST ST,4,0,0,0,100,PENNDOT,,,
6000,LANCASTER AVE,N 61ST ST,N 61ST ST,4,0,0,0,100,PENNDOT,,,
6100,LANCASTER AVE,N 62ND ST,N 62ND ST,4,0,0,0,100,PENNDOT,,,
6100,LANCASTER AVE,N 61ST ST,N 62ND ST,4,1,0,2,100,PENNDOT,,,
6200,LANCASTER AVE,MALVERN AVE,N 63RD ST,4,0,0,0,100,PENNDOT,,,
6300,LANCASTER AVE,DREXEL RD,SHERWOOD RD,4,0,0,0,100,PENNDOT,,,
6300,LANCASTER AVE,OVERBROOK AVE,CHURCH RD,4,0,0,0,100,PENNDOT,,,
6300,LANCASTER AVE,CHURCH RD,CITY AVE,4,0,0,0,100,PENNDOT,,,
6300,LANCASTER AVE,N 63RD ST,WOODBINE AVE,4,2,0,0,100,PENNDOT,,,
6300,LANCASTER AVE,SHERWOOD RD,OVERBROOK AVE,4,0,0,0,100,PENNDOT,,,
6300,LANCASTER AVE,WOODBINE AVE,DREXEL RD,4,0,0,0,100,PENNDOT,,,
5400,LAURENS ST,EARLHAM TER,WINONA ST,8,1,0,0,78,CITY LOCAL,,,
5400,LAURENS ST,W COULTER ST,EARLHAM TER,8,3,0,1,78,CITY LOCAL,,,
5600,LAURENS ST,W WOODLAWN ST,W CHELTEN AVE,8,2,0,0,44,CITY LOCAL,,,
4000,LAURISTON ST,KINGSLEY ST,MARKLE ST,4,0,4,0,78,CITY LOCAL,,,
4100,LAURISTON ST,BURNSIDE ST,PENSDALE ST,4,1,3,0,78,CITY LOCAL,,,
4100,LAURISTON ST,SHURS LN,BURNSIDE ST,4,0,0,0,78,CITY LOCAL,,,
6100,LAWNTON ST,DUPONT ST,LEVERINGTON AVE,4,0,0,2,78,CITY LOCAL,,,
6200,LAWNTON ST,LEVERINGTON AVE,HERMITAGE ST,4,0,0,1,78,CITY LOCAL,,,
6300,LAWNTON ST,HERMITAGE ST,GATES ST,4,0,0,0,78,CITY LOCAL,,,
6300,LAWNTON ST,GATES ST,ACORN ST,4,0,0,1,78,CITY LOCAL,,,
6500,LAWNTON ST,FOUNTAIN ST,GORGAS LN,4,2,0,0,78,CITY LOCAL,,,
6100,LEBANON AVE,N 61ST ST,N 62ND ST,4,99,30,7,84,CITY LOCAL,,,
6200,LEBANON AVE,N 62ND ST,N 63RD ST,4,3,2,0,89,CITY LOCAL,,,
4300,LEIPER ST,IMOGENE ST,UNITY ST,7,0,7,1,52,CITY LOCAL,,,
4300,LEIPER ST,CHURCH ST,IMOGENE ST,7,2,0,0,73,CITY LOCAL,,,
500,LIVEZEY ST,LAWNTON ST,VALLEY AVE,4,0,0,0,65,CITY LOCAL,,,
500,LIVEZEY ST,RIDGE AVE,EPIPHANY PL,4,1,0,1,67,CITY LOCAL,,,
500,LIVEZEY ST,LAWNTON ST,LAWNTON ST,4,0,0,0,73,CITY LOCAL,,,
500,LIVEZEY ST,EPIPHANY PL,SHALKOP ST,4,0,0,0,70,CITY LOCAL,,,
500,LIVEZEY ST,SHALKOP ST,LAWNTON ST,4,0,0,0,67,CITY LOCAL,,,
200,LONGSHORE AVE,MARTINS MILL RD,SHELBOURNE ST,9,2,0,0,90,CITY LOCAL,,,
400,LONGSHORE AVE,OAKLEY ST,RISING SUN AVE,9,8,0,0,78,CITY LOCAL,,,
2700,LONGSHORE AVE,E ROOSEVELT BLVD,REVERE ST,6,0,0,2,90,CITY LOCAL,,,
2800,LONGSHORE AVE,REVERE ST,BROUS AVE,6,0,0,3,72,CITY LOCAL,,,
2900,LONGSHORE AVE,BROUS AVE,BATTERSBY ST,6,0,0,2,89,CITY LOCAL,,,
3000,LONGSHORE AVE,BATTERSBY ST,HAWTHORNE ST,6,0,10,1,86,CITY LOCAL,,,
3100,LONGSHORE AVE,HAWTHORNE ST,SACKETT ST,6,0,0,0,89,CITY LOCAL,,,
3200,LONGSHORE AVE,SACKETT ST,ROWLAND AVE,6,0,0,0,59,CITY LOCAL,,,
4700,LONGSHORE AVE,VANDIKE ST,HEGERMAN ST,6,0,0,0,94,CITY LOCAL,,,
4700,LONGSHORE AVE,TORRESDALE AVE,VANDIKE ST,6,0,0,0,92,CITY LOCAL,,,
4800,LONGSHORE AVE,HEGERMAN ST,EDMUND ST,6,0,1,0,95,CITY LOCAL,,,
4800,LONGSHORE AVE,EDMUND ST,TULIP ST,6,0,0,0,92,CITY LOCAL,,,
4900,LONGSHORE AVE,TULIP ST,KEYSTONE ST,6,2,0,0,95,CITY LOCAL,,,
4900,LONGSHORE AVE,KEYSTONE ST,STATE RD,6,3,0,0,77,CITY LOCAL,,,
6600,LOTUS RD,N 66TH ST,DEAD END WEST,4,0,0,0,90,CITY LOCAL,,,
4600,LUDLOW ST,FARRAGUT ST,S 48TH ST,3,1,0,0,57,CITY LOCAL,,,
4800,LUDLOW ST,S 48TH ST,S FALLON ST,3,0,0,0,57,CITY LOCAL,,,
4800,LUDLOW ST,S FALLON ST,S 49TH ST,3,0,0,0,57,CITY LOCAL,,,
5000,LUDLOW ST,S 50TH ST,S 51ST ST,3,2,9,2,66,CITY LOCAL,,,
5100,LUDLOW ST,S 51ST ST,S 52ND ST,3,1,3,1,73,CITY LOCAL,,,
0,LYCEUM AVE,FLEMING ST,FLEMING ST,4,0,0,0,65,CITY LOCAL,,,
200,LYCEUM AVE,LEVERING ST,FLEMING ST,4,6,1,4,65,CITY LOCAL,,,
300,LYCEUM AVE,FLEMING ST,DEXTER ST,4,7,0,0,58,CITY LOCAL,,,
300,LYCEUM AVE,MANAYUNK AVE,PECHIN ST,4,7,0,3,66,CITY LOCAL,,,
300,LYCEUM AVE,DEXTER ST,DEXTER ST,4,0,0,0,58,CITY LOCAL,,,
300,LYCEUM AVE,DEXTER ST,MANAYUNK AVE,4,0,0,0,58,CITY LOCAL,,,
3700,MAIN ST,RIDGE AVE,SHURS LN,4,2,1,11,87,CITY FAM,,,
4100,MAIN ST,SHURS LN,JAMESTOWN AVE,4,4,5,7,87,CITY FAM,,,
4100,MAIN ST,JAMESTOWN AVE,N SCHUYLKILL RIVER TRL,4,0,0,0,97,CITY FAM,,,
4100,MAIN ST,LOCK ST,PENSDALE ST,4,0,0,0,87,CITY FAM,,,
4200,MAIN ST,PENSDALE ST,RECTOR ST,4,2,1,3,87,CITY FAM,,,
4200,MAIN ST,ROXBOROUGH AVE,COTTON ST,4,3,0,0,87,CITY FAM,,,
4200,MAIN ST,RECTOR ST,ROXBOROUGH AVE,4,3,0,0,87,CITY FAM,,,
4300,MAIN ST,RING ST,LEVERING ST,4,1,0,0,97,CITY FAM,,,
4300,MAIN ST,GRAPE ST,RING ST,4,2,0,0,98,CITY FAM,,,
4300,MAIN ST,COTTON ST,GRAPE ST,4,0,0,4,91,CITY FAM,,,
4400,MAIN ST,CONARROE ST,N SCHUYLKILL RIVER TRL,4,0,1,0,87,CITY FAM,,,
4400,MAIN ST,CARSON ST,N SCHUYLKILL RIVER TRL,4,2,3,0,87,CITY FAM,,,
4400,MAIN ST,GAY ST,CONARROE ST,4,0,0,0,93,CITY FAM,,,
4400,MAIN ST,LEVERING ST,GAY ST,4,1,2,0,87,CITY FAM,,,
4500,MAIN ST,N SCHUYLKILL RIVER TRL,LEVERINGTON AVE,4,2,0,0,92,CITY FAM,,,
4500,MAIN ST,N SCHUYLKILL RIVER TRL,N SCHUYLKILL RIVER TRL,4,6,0,0,93,CITY FAM,,,
4900,MANSION ST,DELMAR ST,LEMONTE ST,4,0,0,0,78,CITY LOCAL,,,
2000,MARKET ST,S 20TH ST,N 21ST ST,5,2,5,0,100,PENNDOT,,,
2100,MARKET ST,N 21ST ST,N 22ND ST,5,0,0,0,100,PENNDOT,,,
2200,MARKET ST,N 22ND ST,N 23RD ST,2,0,0,0,100,PENNDOT,,,
2900,MARKET ST,N SCHUYLKILL AVE W,N 30TH ST,3,0,1,0,100,PENNDOT,,,
3000,MARKET ST,S 30TH ST,S 31ST ST,3,2,3,0,100,PENNDOT,,,
3100,MARKET ST,S 31ST ST,JOHN F KENNEDY BLVD,3,1,4,1,100,PENNDOT,,,
3200,MARKET ST,JOHN F KENNEDY BLVD,LANCASTER AVE,3,0,0,1,100,PENNDOT,,,
3200,MARKET ST,LANCASTER AVE,N 32ND ST,3,1,1,0,100,PENNDOT,,,
3200,MARKET ST,N 32ND ST,N 33RD ST,3,0,0,0,100,PENNDOT,,,
3300,MARKET ST,N 33RD ST,N 34TH ST,3,1,3,0,100,PENNDOT,,,
3400,MARKET ST,N 34TH ST,S 36TH ST,3,3,11,0,100,PENNDOT,,,
3600,MARKET ST,N 37TH ST,S 37TH ST,NULL,0,0,0,NULL,PENNDOT,,,
3600,MARKET ST,N 36TH ST,N 37TH ST,NULL,0,0,0,NULL,PENNDOT,,,
3700,MARKET ST,S 37TH ST,N 38TH ST,3,1,0,0,100,PENNDOT,,,
3800,MARKET ST,N 38TH ST,S 39TH ST,3,2,0,0,100,PENNDOT,,,
3900,MARKET ST,N 39TH ST,N 40TH ST,3,0,0,0,100,PENNDOT,,,
4000,MARKET ST,N PRESTON ST,S 41ST ST,3,0,0,0,100,PENNDOT,,,
4000,MARKET ST,N 40TH ST,N PRESTON ST,3,0,1,4,100,PENNDOT,,,
4100,MARKET ST,N 41ST ST,N 42ND ST,3,0,0,0,100,PENNDOT,,,
4100,MARKET ST,S 41ST ST,N 41ST ST,3,0,0,0,100,PENNDOT,,,
4200,MARKET ST,S 42ND ST,N 43RD ST,3,3,6,0,100,PENNDOT,,,
4300,MARKET ST,S 43RD ST,S 44TH ST,3,0,0,0,100,PENNDOT,,,
4400,MARKET ST,S 44TH ST,S 45TH ST,3,3,2,0,100,PENNDOT,,,
4500,MARKET ST,S 45TH ST,S 46TH ST,3,1,0,0,100,PENNDOT,,,
4600,MARKET ST,S 46TH ST,FARRAGUT ST,3,3,1,0,100,PENNDOT,,,
4700,MARKET ST,N 46TH ST,N 48TH ST,3,0,0,0,100,PENNDOT,,,
4800,MARKET ST,N 48TH ST,S 49TH ST,3,0,1,0,100,PENNDOT,,,
4900,MARKET ST,N 49TH ST,N SAINT BERNARD ST,3,1,0,0,100,PENNDOT,,,
4900,MARKET ST,N SAINT BERNARD ST,N 50TH ST,3,2,0,0,100,PENNDOT,,,
4900,MARKET ST,S 49TH ST,N 49TH ST,3,1,0,0,100,PENNDOT,,,
5000,MARKET ST,DEARBORN ST,N 51ST ST,3,0,1,0,100,PENNDOT,,,
5000,MARKET ST,N 50TH ST,FARSON ST,3,4,0,0,100,PENNDOT,,,
5000,MARKET ST,FARSON ST,DEARBORN ST,3,0,0,0,100,PENNDOT,,,
5100,MARKET ST,N 51ST ST,N PAXON ST,3,0,0,1,100,PENNDOT,,,
5100,MARKET ST,N PAXON ST,N 52ND ST,3,0,0,0,100,PENNDOT,,,
5200,MARKET ST,N LINDENWOOD ST,N 53RD ST,3,1,0,0,100,PENNDOT,,,
5200,MARKET ST,N 52ND ST,N LINDENWOOD ST,3,0,1,2,100,PENNDOT,,,
5300,MARKET ST,N PEACH ST,N RUBY ST,3,0,0,0,100,PENNDOT,,,
5300,MARKET ST,N 53RD ST,N PEACH ST,3,1,0,1,100,PENNDOT,,,
5300,MARKET ST,N RUBY ST,S 54TH ST,3,0,0,0,100,PENNDOT,,,
5400,MARKET ST,N 54TH ST,N YEWDALL ST,3,0,0,0,100,PENNDOT,,,
5400,MARKET ST,N YEWDALL ST,N CONESTOGA ST,3,0,0,0,100,PENNDOT,,,
5400,MARKET ST,S SICKELS ST,S 55TH ST,3,0,0,0,100,PENNDOT,,,
5400,MARKET ST,N CONESTOGA ST,S SICKELS ST,3,0,0,0,100,PENNDOT,,,
5500,MARKET ST,S 55TH ST,S 56TH ST,3,0,5,1,100,PENNDOT,,,
5600,MARKET ST,N ITHAN ST,N FRAZIER ST,3,0,0,0,100,PENNDOT,,,
5600,MARKET ST,N FRAZIER ST,N 57TH ST,3,1,0,0,100,PENNDOT,,,
5600,MARKET ST,N 56TH ST,N ITHAN ST,3,2,0,0,100,PENNDOT,,,
5700,MARKET ST,S 57TH ST,S 58TH ST,3,1,0,0,100,PENNDOT,,,
5800,MARKET ST,N 58TH ST,N 59TH ST,3,1,0,0,100,PENNDOT,,,
5900,MARKET ST,N SALFORD ST,N 60TH ST,3,0,0,0,100,PENNDOT,,,
5900,MARKET ST,N 59TH ST,S REDFIELD ST,3,0,1,0,100,PENNDOT,,,
5900,MARKET ST,S REDFIELD ST,N SALFORD ST,3,0,0,0,100,PENNDOT,,,
6000,MARKET ST,N EDGEWOOD ST,N MILLICK ST,3,1,0,0,100,PENNDOT,,,
6000,MARKET ST,N MILLICK ST,N 61ST ST,3,0,0,0,100,PENNDOT,,,
6000,MARKET ST,N 60TH ST,N EDGEWOOD ST,3,2,1,0,100,PENNDOT,,,
6100,MARKET ST,S ROBINSON ST,N 62ND ST,3,0,1,0,100,PENNDOT,,,
6100,MARKET ST,N 61ST ST,S DEWEY ST,3,0,0,0,100,PENNDOT,,,
6100,MARKET ST,S DEWEY ST,N ROBINSON ST,3,0,0,0,100,PENNDOT,,,
6200,MARKET ST,N FELTON ST,N 63RD ST,3,2,0,0,100,PENNDOT,,,
6200,MARKET ST,N 62ND ST,N HIRST ST,3,1,2,0,100,PENNDOT,,,
6200,MARKET ST,N HIRST ST,N FELTON ST,3,0,0,0,100,PENNDOT,,,
6300,MARKET ST,COBBS CREEK PKWY,CITY BOUNDARY,3,1,0,0,100,PENNDOT,,,
2300,MC CLELLAN ST,POINT BREEZE AVE,S 24TH ST,2,0,6,0,65,CITY LOCAL,,,
7900,MINERVA ST,UMBRIA ST,SHAWMONT AVE,4,7,0,0,92,CITY FAM,,,
3800,MITCHELL ST,RIDGE AVE,HERMIT ST,4,1,0,0,66,CITY LOCAL,,,
3900,MITCHELL ST,HERMIT ST,SEVILLE ST,4,0,0,4,74,CITY LOCAL,,,
4000,MITCHELL ST,MARKLE ST,NAOMI ST,4,0,0,0,75,CITY LOCAL,,,
4000,MITCHELL ST,SEVILLE ST,MARKLE ST,4,1,0,2,65,CITY LOCAL,,,
4000,MITCHELL ST,KINGSLEY ST,SHURS LN,4,1,0,0,73,CITY LOCAL,,,
4000,MITCHELL ST,NAOMI ST,KINGSLEY ST,4,0,4,0,73,CITY LOCAL,,,
4100,MITCHELL ST,SHURS LN,PENSDALE ST,4,5,3,0,70,CITY LOCAL,,,
4200,MITCHELL ST,PENSDALE ST,RECTOR ST,4,9,0,0,70,CITY LOCAL,,,
4200,MITCHELL ST,RECTOR ST,ROXBOROUGH AVE,4,1,0,0,73,CITY LOCAL,,,
4400,MITCHELL ST,CONARROE ST,GREEN LN,4,9,0,0,100,CITY LOCAL,,,
4400,MITCHELL ST,LYCEUM AVE,CONARROE ST,4,0,0,0,66,CITY LOCAL,,,
4400,MITCHELL ST,MONASTERY AVE,MARTIN ST,4,8,1,2,67,CITY LOCAL,,,
4400,MITCHELL ST,MARTIN ST,LYCEUM AVE,4,0,0,0,70,CITY LOCAL,,,
4500,MITCHELL ST,GREEN LN,DUPONT ST,4,57,0,1,58,CITY LOCAL,,,
4500,MITCHELL ST,DUPONT ST,KRAMS AVE,4,1,0,0,58,CITY LOCAL,,,
4500,MITCHELL ST,KRAMS AVE,LEVERINGTON AVE,4,4,4,3,57,CITY LOCAL,,,
4500,MITCHELL ST,LEVERINGTON AVE,RIPKA ST,4,0,0,0,70,CITY LOCAL,,,
4600,MITCHELL ST,RIPKA ST,HERMITAGE ST,4,1,0,0,73,CITY LOCAL,,,
400,MONASTERY AVE,MITCHELL ST,RIDGE AVE,4,9,0,1,70,CITY LOCAL,,,
1400,MOORE ST,S BROAD ST,S BROAD ST,2,0,0,0,57,CITY LOCAL,,,
1400,MOORE ST,S BROAD ST,S ROSEWOOD ST,2,4,0,0,52,CITY LOCAL,,,
1400,MOORE ST,S CARLISLE ST,S 15TH ST,2,1,0,0,73,CITY LOCAL,,,
1400,MOORE ST,S ROSEWOOD ST,S CARLISLE ST,2,0,0,0,73,CITY LOCAL,,,
1500,MOORE ST,S MOLE ST,S 16TH ST,2,0,0,0,72,CITY LOCAL,,,
1500,MOORE ST,S HICKS ST,S MOLE ST,2,2,0,0,98,CITY LOCAL,,,
1500,MOORE ST,S 15TH ST,S HICKS ST,2,2,1,1,73,CITY LOCAL,,,
1600,MOORE ST,S CHADWICK ST,S 17TH ST,2,0,1,0,73,CITY LOCAL,,,
1600,MOORE ST,S BANCROFT ST,S CHADWICK ST,2,0,0,0,78,CITY LOCAL,,,
1600,MOORE ST,S 16TH ST,S BANCROFT ST,2,1,0,0,75,CITY LOCAL,,,
1700,MOORE ST,S 17TH ST,S 18TH ST,2,1,3,11,78,CITY LOCAL,,,
2000,MOORE ST,S 20TH ST,S 21ST ST,2,7,2,2,78,CITY LOCAL,,,
2100,MOORE ST,S 21ST ST,S 22ND ST,2,1,3,0,73,CITY LOCAL,,,
2200,MOORE ST,S 22ND ST,S 23RD ST,2,1,0,1,78,CITY LOCAL,,,
2300,MOORE ST,POINT BREEZE AVE,S 24TH ST,2,5,3,3,78,CITY LOCAL,,,
2300,MOORE ST,S 23RD ST,POINT BREEZE AVE,2,1,0,0,78,CITY LOCAL,,,
2400,MOORE ST,S TAYLOR ST,S 25TH ST,2,0,0,0,78,CITY LOCAL,,,
2400,MOORE ST,S RINGGOLD ST,S TAYLOR ST,2,1,0,0,98,CITY LOCAL,,,
2400,MOORE ST,S 24TH ST,S RINGGOLD ST,2,1,0,2,78,CITY LOCAL,,,
2500,MOORE ST,S 25TH ST,S BAMBREY ST,2,1,0,3,66,CITY LOCAL,,,
3200,MOORE ST,S DOUGLAS ST,VARE AVE,2,0,0,0,78,CITY LOCAL,,,
6400,MORRIS PARK RD,N 64TH ST,N 66TH ST,4,1,3,7,59,CITY LOCAL,,,
100,MORRIS ST,S FRONT ST,S 2ND ST,1,9,0,0,87,CITY FAM,,,
200,MORRIS ST,S 2ND ST,E MOYAMENSING AVE,1,13,0,5,87,CITY FAM,,,
300,MORRIS ST,S ORIANNA ST,S 4TH ST,1,0,0,0,70,CITY FAM,,,
300,MORRIS ST,E MOYAMENSING AVE,S ORIANNA ST,1,1,0,4,89,CITY FAM,,,
400,MORRIS ST,S LAWRENCE ST,S ORKNEY ST,1,0,0,0,94,CITY FAM,,,
400,MORRIS ST,S 4TH ST,S LAWRENCE ST,1,2,0,0,94,CITY FAM,,,
400,MORRIS ST,S ORKNEY ST,S 5TH ST,1,0,8,0,89,CITY FAM,,,
500,MORRIS ST,S 5TH ST,S 6TH ST,1,1,0,1,93,CITY FAM,,,
600,MORRIS ST,S 6TH ST,S 7TH ST,1,1,2,3,93,CITY FAM,,,
700,MORRIS ST,S 7TH ST,S 8TH ST,1,0,0,0,87,CITY FAM,,,
800,MORRIS ST,S 8TH ST,S 9TH ST,1,7,3,2,69,CITY FAM,,,
900,MORRIS ST,S 9TH ST,S 10TH ST,1,3,1,10,87,CITY FAM,,,
1000,MORRIS ST,S 10TH ST,S 11TH ST,1,15,0,2,87,CITY FAM,,,
1100,MORRIS ST,S 11TH ST,S JESSUP ST,1,0,0,3,93,CITY FAM,,,
1100,MORRIS ST,S JESSUP ST,S 12TH ST,1,2,1,7,89,CITY FAM,,,
1200,MORRIS ST,S ISEMINGER ST,S 13TH ST,1,0,0,0,89,CITY FAM,,,
1200,MORRIS ST,E PASSYUNK AVE,S CAMAC ST,1,2,0,0,79,CITY FAM,,,
1200,MORRIS ST,S CAMAC ST,S ISEMINGER ST,1,2,0,0,94,CITY FAM,,,
1300,MORRIS ST,S CLARION ST,S JUNIPER ST,1,1,0,0,93,CITY FAM,,,
1300,MORRIS ST,S WATTS ST,S BROAD ST,1,1,0,0,87,CITY FAM,,,
1300,MORRIS ST,S JUNIPER ST,S WATTS ST,1,0,0,0,94,CITY FAM,,,
1300,MORRIS ST,S 13TH ST,S CLARION ST,1,0,0,0,94,CITY FAM,,,
1400,MORRIS ST,S BROAD ST,S BROAD ST,2,0,0,0,89,CITY FAM,,,
2300,MORRIS ST,S 23RD ST,S 24TH ST,2,4,3,4,70,CITY LOCAL,,,
2500,MORRIS ST,S 25TH ST,S BAMBREY ST,2,3,2,0,58,CITY LOCAL,,,
2500,MORRIS ST,S BAMBREY ST,S BAMBREY ST,2,0,0,0,58,CITY LOCAL,,,
2600,MORRIS ST,S 26TH ST,S BAILEY ST,2,3,0,0,58,CITY LOCAL,,,
2600,MORRIS ST,S BAILEY ST,S TANEY ST,2,0,0,0,58,CITY LOCAL,,,
1400,MOUNT VERNON ST,N BROAD ST,N 15TH ST,5,9,0,0,57,CITY LOCAL,,,
1500,MOUNT VERNON ST,N 15TH ST,N 16TH ST,5,0,0,0,78,CITY LOCAL,,,
1600,MOUNT VERNON ST,N 16TH ST,N 17TH ST,5,1,8,6,73,CITY LOCAL,,,
1700,MOUNT VERNON ST,N 17TH ST,N 18TH ST,5,4,0,0,51,CITY LOCAL,,,
5700,N 11TH ST,W CHEW AVE,N MARVINE ST,9,0,0,0,80,CITY LOCAL,,,
5800,N 11TH ST,N MARVINE ST,W NEDRO AVE,9,1,0,0,80,CITY LOCAL,,,
2500,N 13TH ST,W CUMBERLAND ST,W HUNTINGDON ST,5,7,1,0,65,CITY LOCAL,,,
2600,N 13TH ST,W TUCKER ST,W OAKDALE ST,5,0,0,0,70,CITY LOCAL,,,
2600,N 13TH ST,W HUNTINGDON ST,W HAROLD ST,5,1,0,0,74,CITY LOCAL,,,
2600,N 13TH ST,W OAKDALE ST,W LEHIGH AVE,5,0,0,0,65,CITY LOCAL,,,
2600,N 13TH ST,W HAROLD ST,W TUCKER ST,5,2,0,0,65,CITY LOCAL,,,
0,N 15TH ST,JOHN F KENNEDY BLVD,ARCH ST,5,4,1,0,100,PENNDOT,,,
100,N 15TH ST,ARCH ST,CHERRY ST,5,5,1,1,100,PENNDOT,,,
100,N 15TH ST,CHERRY ST,RACE ST,5,5,0,0,100,PENNDOT,,,
200,N 15TH ST,VINE STREET EXPY RAMP 8059A,VINE ST,5,0,0,0,100,PENNDOT,,,
200,N 15TH ST,SPRING ST,VINE STREET EXPY RAMP 8059A,5,0,1,0,100,PENNDOT,,,
200,N 15TH ST,RACE ST,SPRING ST,5,3,0,0,100,PENNDOT,,,
300,N 15TH ST,CARLTON ST,CALLOWHILL ST,5,0,2,5,89,CITY LOCAL,,,
300,N 15TH ST,VINE ST,PEARL ST,5,2,0,0,89,CITY LOCAL,,,
300,N 15TH ST,PEARL ST,WOOD ST,5,2,0,0,89,CITY LOCAL,,,
300,N 15TH ST,WOOD ST,CARLTON ST,5,2,0,0,89,CITY LOCAL,,,
500,N 15TH ST,SPRING GARDEN ST,BRANDYWINE ST,5,1,0,0,84,CITY LOCAL,,,
500,N 15TH ST,BRANDYWINE ST,GREEN ST,5,2,0,0,84,CITY LOCAL,,,
600,N 15TH ST,MELON ST,FAIRMOUNT AVE,5,3,3,1,84,CITY LOCAL,,,
