HUNDRED,ON,FROM,TO,COUNCIL,CONDI- TION_IN- DEX,POTHOLES,DITCHES,PAVING PROGRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,RITNER ST,PORTER ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,WOLF ST,RITNER ST,2,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,JACKSON ST,WOLF ST,2,100,0,7,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,SNYDER AVE,JACKSON ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,W PASSYUNK AVE,SNYDER AVE,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,MIFFLIN ST,MC KEAN ST,2,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,MOORE ST,MIFFLIN ST,2,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,CASTLE AVE,MOORE ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,MORRIS ST,CASTLE AVE,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,TASKER ST,MORRIS ST,2,100,1,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,DICKINSON ST,TASKER ST,2,100,1,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,REED ST,DICKINSON ST,2,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,S BROAD ST,WHARTON ST,REED ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,S BROAD ST,FEDERAL ST,WHARTON ST,1,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,S BROAD ST,ELLSWORTH ST,FEDERAL ST,1,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,S BROAD ST,ALTER ST,ELLSWORTH ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,S BROAD ST,WASHINGTON AVE,ALTER ST,1,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,S BROAD ST,CARPENTER ST,WASHINGTON AVE,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,S BROAD ST,CHRISTIAN ST,CARPENTER ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,S BROAD ST,WEBSTER ST,CHRISTIAN ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,S BROAD ST,CATHARINE ST,WEBSTER ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,S BROAD ST,FITZWATER ST,CATHARINE ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,S BROAD ST,KENILWORTH ST,FITZWATER ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,S BROAD ST,BAINBRIDGE ST,KENILWORTH ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,S BROAD ST,KATER ST,BAINBRIDGE ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,S BROAD ST,SOUTH ST,KATER ST,2,100,0,6,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,S BROAD ST,RODMAN ST,SOUTH ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,S BROAD ST,LOMBARD ST,RODMAN ST,1,100,1,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,S BROAD ST,PINE ST,LOMBARD ST,1,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,S BROAD ST,CYPRESS ST,PINE ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,S BROAD ST,SPRUCE ST,CYPRESS ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,MC KEAN ST,W PASSYUNK AVE,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,SOUTH ST,BAINBRIDGE ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,BAINBRIDGE ST,FITZWATER ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,CATHARINE ST,CHRISTIAN ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,LOCUST ST,BACH PL,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,CHESTNUT ST,SANSOM ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,SANSOM ST,MORAVIAN ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,MORAVIAN ST,WALNUT ST,2,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,WALNUT ST,LOCUST ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,BACH PL,SPRUCE ST,2,100,0,4,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,SPRUCE ST,CYPRESS ST,2,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S BROAD ST,LOCUST ST,SPRUCE ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S BROAD ST,WALNUT ST,LOCUST ST,1,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,S BROAD ST,SANSOM ST,WALNUT ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,S BROAD ST,CHESTNUT ST,SANSOM ST,1,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,S BROAD ST,S PENN SQ,CHESTNUT ST,5,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S CAMAC ST,MIFFLIN ST,MC KEAN ST,1,100,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S CECIL ST,WALNUT ST,LOCUST ST,3,100,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S CECIL ST,LOCUST ST,SPRUCE ST,3,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S EDGEWOOD ST,WALNUT ST,LOCUST ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,S FALLON ST,GRAYS FERRY AVE,PASCHALL AVE,3,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S FRAZIER ST,WALNUT ST,LOCUST ST,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S FRAZIER ST,LOCUST ST,SPRUCE ST,3,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,S FRONT ST,PACKER AVE,PATTISON AVE,2,90,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,S FRONT ST,DELAWARE EXPY RAMP F-DE,DELAWARE EXPY RAMP H,1,80,4,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,S FRONT ST,OREGON AVE,DELAWARE EXPY RAMP F-DE,1,87,3,4,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,S FRONT ST,DELAWARE EXPY RAMP H,PACKER AVE,1,90,3,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,S ISEMINGER ST,MORRIS ST,PIERCE ST,1,100,2,6,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S ISEMINGER ST,MIFFLIN ST,MC KEAN ST,1,100,5,4,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,S ISEMINGER ST,SNYDER AVE,JACKSON ST,1,100,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S ITHAN ST,WALNUT ST,LOCUST ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S ITHAN ST,LOCUST ST,SPRUCE ST,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S JUNIPER ST,MIFFLIN ST,E PASSYUNK AVE,1,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S JUNIPER ST,E PASSYUNK AVE,MC KEAN ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,S JUNIPER ST,MC KEAN ST,SNYDER AVE,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,S MILLICK ST,WALNUT ST,LOCUST ST,3,100,0,14,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,S RANDOLPH ST,CARPENTER ST,LEAGUE ST,1,100,0,9,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,S RANDOLPH ST,LEAGUE ST,WASHINGTON AVE,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,S VOGDES ST,CHRISTIAN ST,BALTIMORE AVE,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,S WATER ST,REED ST,DICKINSON ST,1,100,6,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,S WATER ST,DICKINSON ST,TASKER ST,1,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,S WATER ST,TASKER ST,MORRIS ST,1,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,S WATER ST,MORRIS ST,MOORE ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,S WATER ST,MIFFLIN ST,MC KEAN ST,1,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,S WATER ST,MOORE ST,MIFFLIN ST,1,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,S WATER ST,MC KEAN ST,SNYDER AVE,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,S WATTS ST,MC KEAN ST,SNYDER AVE,1,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,SAINT DENIS DR,CARTERET DR,HEGERMAN ST,6,78,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,SAINT DENIS DR,CARTERET DR,CUL DE SAC NORTH,6,90,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,SANSOM ST,S 12TH ST,S 13TH ST,1,100,16,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,SCOTTS LN,CRAWFORD ST,INDIAN QUEEN LN,4,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,SCOTTS LN,SCOTTS LN,CRAWFORD ST,4,100,1,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8400,SEMINOLE AVE,W GRAVERS LN,SAINT MARTINS LN,8,100,5,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200,SEMINOLE AVE,W HARTWELL LN,W GRAVERS LN,8,100,17,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,SEMINOLE AVE,W WILLOW GROVE AVE,W HARTWELL LN,8,100,9,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,SHACKAMAXON ST,E WILDEY ST,E GIRARD AVE,5,57,4,7,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,SIGEL ST,S 9TH ST,S 10TH ST,1,73,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,SOUTH ST,S TANEY ST,S 27TH ST,2,83,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,SOUTH ST,S 26TH ST,S TANEY ST,2,82,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,SOUTH ST,S BAMBREY ST,S 26TH ST,2,87,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,SOUTH ST,S 25TH ST,S BAMBREY ST,2,82,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,SOUTH ST,GRAYS FERRY AVE,S 23RD ST,2,94,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,SOUTH ST,S 22ND ST,GRAYS FERRY AVE,2,51,9,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,SOUTH ST,S 21ST ST,S 22ND ST,2,87,5,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,SOUTH ST,S 20TH ST,S 21ST ST,2,87,10,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,SOUTH ST,S 19TH ST,S 20TH ST,2,94,5,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,SOUTH ST,S 18TH ST,S 19TH ST,2,94,3,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,SOUTH ST,S 17TH ST,S 18TH ST,2,93,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,SOUTH ST,S 16TH ST,S 17TH ST,2,100,9,4,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,SOUTH ST,S 23RD ST,S 24TH ST,2,87,3,4,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,SOUTH ST,S 15TH ST,S 16TH ST,2,73,2,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,SOUTH ST,S BROAD ST,S 15TH ST,2,87,4,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,SOUTH ST,S 24TH ST,BRINLEY CT,2,93,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,SOUTH ST,BRINLEY CT,S 25TH ST,2,82,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,SPRING ST,N 60TH ST,N EDGEWOOD ST,4,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,SPRING ST,N 59TH ST,N SALFORD ST,4,100,1,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,SPRING ST,N CLIFTON ST,N 11TH ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,SPRING ST,N 10TH ST,N CLIFTON ST,1,100,3,12,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,SPRING ST,N 9TH ST,N 10TH ST,1,100,12,6,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,STIRLING ST,FRONTENAC ST,LORETTO AVE,9,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,SUMMER ST,N 60TH ST,N EDGEWOOD ST,4,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,SUMMERDALE AVE,ROBBINS ST,LEVICK ST,9,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,SUMMERDALE AVE,DEVEREAUX AVE,MC KINLEY ST,9,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,SUMMERDALE AVE,MC KINLEY ST,ROBBINS ST,9,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,SUNNYSIDE AVE,CONRAD ST,CRESSON ST,4,100,2,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,SUNNYSIDE AVE,VAUX ST,CONRAD ST,4,100,2,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,TABOR AVE,ROBBINS ST,LEVICK ST,9,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,TABOR AVE,LEVICK ST,MARTINS MILL RD,9,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,TASKER ST,S CHRISTOPHER COLUM- BUS BLVD,S WATER ST,1,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,TASKER ST,S WATER ST,S FRONT ST,1,100,5,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,THE OAK RD,MIDVALE AVE,W SCHOOL HOUSE LN,4,100,4,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,THOURON AVE,E GORGAS LN,E SEDGWICK ST,9,100,4,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,THOURON AVE,VERNON RD,E GORGAS LN,9,100,6,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,TILDEN ST,HENRY AVE,VAUX ST,4,100,7,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,TILDEN ST,VAUX ST,CONRAD ST,4,100,3,4,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,TOMLINSON RD,TOMLINSON RD,NANDINA ST,10,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8800,TOWANDA AVE,W CHESTNUT HILL AVE,DEAD END WEST,8,100,9,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,TREE ST,W MOYAMENSING AVE,S 7TH ST,1,100,2,6,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,TROTTER ST,DEVEREAUX AVE,ROBBINS ST,9,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,TROTTER ST,ROBBINS ST,LEVICK ST,9,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,TURNER ST,N 23RD ST,N 24TH ST,5,100,3,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,TURNER ST,N 22ND ST,N 23RD ST,5,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,TURNER ST,N 20TH ST,N 21ST ST,5,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,TURNER ST,N 19TH ST,N 20TH ST,5,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,TURNER ST,N 25TH ST,N 26TH ST,5,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,TURNER ST,N 24TH ST,N 25TH ST,5,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,UNRUH AVE,ALGON AVE,SUMMERDALE AVE,9,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,UNRUH AVE,SUMMERDALE AVE,FRONTENAC ST,9,100,6,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,UNRUH AVE,FRONTENAC ST,LORETTO AVE,9,100,10,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,UNRUH AVE,LORETTO AVE,CASTOR AVE,9,100,5,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,UNRUH AVE,PENNWAY ST,ALGON AVE,9,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,UNRUH AVE,RISING SUN AVE,BINGHAM ST,9,100,2,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,UNRUH AVE,HASBROOK AVE,OAKLEY ST,9,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,UNRUH AVE,OAKLEY ST,MARTINS MILL RD,9,100,4,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,UNRUH AVE,OXFORD AVE,WHITAKER AVE,9,100,5,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,UNRUH AVE,WHITAKER AVE,PENNWAY ST,9,100,5,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,VARE AVE,S 29TH ST,SNYDER AVE,2,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,VARE AVE,JACKSON ST,S 29TH ST,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,VARE AVE,S 28TH ST,JACKSON ST,2,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,VARE AVE,WINTON TER,CANTRELL TER,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,VAUX ST,WARDEN DR,W SCHOOL HOUSE LN,4,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,VAUX ST,W COULTER ST,WARDEN DR,4,100,5,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,VAUX ST,W PENN ST,MIDVALE AVE,4,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,VAUX ST,TILDEN ST,W QUEEN LN,4,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,VAUX ST,TILDEN ST,TILDEN ST,4,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,VAUX ST,AINSLIE ST,TILDEN ST,4,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,VAUX ST,AINSLIE ST,AINSLIE ST,4,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,VAUX ST,SUNNYSIDE AVE,AINSLIE ST,4,100,8,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,VAUX ST,W PENN ST,W PENN ST,4,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,VAUX ST,W QUEEN LN,W PENN ST,4,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,VAUX ST,BOWMAN ST,SUNNYSIDE AVE,4,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,VAUX ST,INDIAN QUEEN LN,BOWMAN ST,4,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,W ABBOTTSFORD AVE,MC MICHAEL ST,HENRY AVE,4,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,W ABBOTTSFORD AVE,FOX ST,MC MICHAEL ST,4,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,W ABBOTTSFORD AVE,MC MICHAEL ST,MC MICHAEL ST,4,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,W CABOT ST,N 27TH ST,N 28TH ST,5,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,W CHESTNUT HILL AVE,SEMINOLE AVE,THOMAS MILL DR,8,100,5,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,W CHESTNUT HILL AVE,WHITE TRL,TOWANDA AVE,8,100,5,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,W COULTER ST,FOX ST,MC MICHAEL ST,4,89,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,W COULTER ST,MC MICHAEL ST,W NETHERFIELD RD,4,70,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,W COULTER ST,W NETHERFIELD RD,HENRY AVE,4,70,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,W FLORA ST,N 29TH ST,N 30TH ST,5,100,4,6,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,W HAMPTON RD,GERMANTOWN AVE,CREFELD ST,8,100,7,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
